nombre,subj,col_1,col_2,anos
raulernestosanchezbarraleszavalza,administracionpublicafederal,Enlace de alta responsabilidad,Secretaria de Gobernacion,2015-2016
emiliomanzanillatellez,escolaridad,Licenciatura,Ciencia Politica y Administracion Urbana,2014-2018
emiliomanzanillatellez,trayectoriapolitica,Candidato a Diputado Federal,No proporciono,2009
emiliomanzanillatellez,trayectoriapolitica,Candidato a Diputado Local,No proporciono,2012
mariaguadaluperomanavila,escolaridad,Carrera Tecnica,Administracion de Empresas,1987-1990
mariaguadaluperomanavila,trayectoriapolitica,Coordinadora de campana del candidato a Diputado Federal Dtto. 11,PRD,2012
mariaguadaluperomanavila,trayectoriapolitica,Coordinadora de campana del candidato a Diputado Federal Dtto. 13,PT,2015
claudiareyesmontiel,escolaridad,Maestria,Administracion Publica,
ulisesmurguiasoto,escolaridad,Licenciatura,Administracion de Negocios,No proporciono
ulisesmurguiasoto,trayectoriapolitica,Candidato a Diputado Local,No proporciono,2015
juanpablosanchezrodriguez,escolaridad,Doctorado,Ciencias de la Educacion,2014 - 2017
juanpablosanchezrodriguez,escolaridad,Maestria,Ciencias de la Educacion,2011 - 2013
juanpablosanchezrodriguez,escolaridad,Licenciatura,Derecho,1997 - 2002
juanpablosanchezrodriguez,trayectoriapolitica,Candidato a Diputado Local por el Dtto. 24 de Nezahualcoyotl,MORENA,2015
juanpablosanchezrodriguez,administracionpublicalocal,Asesor de la 1a. Sindicatura,"Ayuntamiento de Nezahualcòyotl, estado de Mexico",2000 - 2002
juanpablosanchezrodriguez,administracionpublicalocal,Director de Ecologia,"H. Ayuntamiento de Nezahualcoyotl, estado de Mexico",2003
juanpablosanchezrodriguez,actividadesdocentes,Docente,Asignatura: Derecho Positivo Mexicano,2006 - 2011
juanpablosanchezrodriguez,actividadesdocentes,Docente,Asignatura: Estructura Polysocioeconomica,2008 - 2011
juanpablosanchezrodriguez,actividadesdocentes,Instructor,Asignatura: Director Escolar,2011 - 2018
juanpablosanchezrodriguez,cargosenlegislaturaslocalesofederales,"Asesor, Congreso del estado de Mexico",LVI Legislatura,
gracielasanchezortiz,escolaridad,Licenciatura,Ciencias Politicas y Administracion Publica,2008-2013
gracielasanchezortiz,escolaridad,Carrera Tecnica,Enfermera,1977-1980
gracielasanchezortiz,trayectoriapolitica,Presidente del Comite Municipal,Morena,2013-2016
gracielasanchezortiz,trayectoriapolitica,Coordinadora de Estructura Municipal,Morena,2017
mariateresarebecarosamorarios,escolaridad,Licenciatura,Ing. Mecanico Electricista,1977
mariateresarebecarosamorarios,escolaridad,Curso,Ingles avanzado,1981
mariateresarebecarosamorarios,trayectoriapolitica,Delegada Estatal,Morena,2009-2012
mariateresarebecarosamorarios,trayectoriapolitica,"Candidata a Diputada Federal. Distrito 22 Naucalpan de Juarez, estado de Mexico",Morena,2015
mariateresarebecarosamorarios,trayectoriapolitica,Enlace Distrital,Morena,2015-2018
mariateresarebecarosamorarios,iniciativaprivada,Ingeniera de productos,"Mexicana de Electronica Industrial, S.A.",1985-2000
mariateresarebecarosamorarios,iniciativaprivada,Profesora de matematicas,Colegio Puerto Vallarta,2000-2004
mariateresarebecarosamorarios,asociacionesalasquepertenece,Activista social,Casa del Migrante San Jose Carpintero,2000-2003
davidorihuelanava,escolaridad,Licenciatura,Derecho,No proporciono
mariadelosangeleshuertadelrio,escolaridad,Doctorante,Comunicacion Politica,1996-1999
mariadelosangeleshuertadelrio,escolaridad,Maestria,Politica Publica,1992-1994
mariadelosangeleshuertadelrio,escolaridad,Licenciatura,Periodismo y Comunicacion Colectiva,1982 - 1986
delfino(deceso)lopezaparicio,escolaridad,Maestria,Planeacion Educativa,1999-2001
delfino(deceso)lopezaparicio,escolaridad,Licenciatura,Psicologia Educativa,1992-1996
delfino(deceso)lopezaparicio,trayectoriapolitica,Enlace Distrital,MORENA,2016 a la fecha
delfino(deceso)lopezaparicio,asociacionesalasquepertenece,No proporciono,Union Popular Emiliano Zapata UPREZ,2005 a la fecha
delfino(deceso)lopezaparicio,actividadesdocentes,Docente,Asignatura: Historia de Mexico,1985-2010
esmeraldadelosangelesmorenomedina,escolaridad,Maestria,Derecho Procesal,2012-2014
esmeraldadelosangelesmorenomedina,escolaridad,Licenciatura,Derecho,2007-2011
esmeraldadelosangelesmorenomedina,administracionpublicafederal,Profesional Ejecutivo de Servicios Especializados,Instituto Nacional Electoral,2013-2014
esmeraldadelosangelesmorenomedina,administracionpublicafederal,Agente del Ministerio Publico,"Fiscalia Especializada de Secuestros del Valle de Toluca, estado de Mexico",2015-2018
esmeraldadelosangelesmorenomedina,administracionpublicalocal,Juridico,Organismo Descentralizado para la prestacion de servicio de Agua Potable y Tratamiento de Agua Potable y de Aguas Residuales,2011
esmeraldadelosangelesmorenomedina,administracionpublicalocal,Juridico de Oficialia Electoral,Instituto Electoral del estado de Mexico,2014-2015
martharoblesortiz,trayectoriapolitica,Consejera estatal,Morena,2016- a la fecha
cesaragustinhernandezperez,escolaridad,Maestria,Administracion Publica,2014-2016
cesaragustinhernandezperez,escolaridad,Licenciatura,Derecho,2000 - 2004
cesaragustinhernandezperez,escolaridad,Seminario,Seminario internacional en marketing politico y campanas electorales,2009
cesaragustinhernandezperez,escolaridad,Diplomado,Marketing Politico,2010
cesaragustinhernandezperez,cargosenlegislaturaslocalesofederales,"Asesor, Camara de Diputados",LX Legislatura,
juanangelbautistabravo,escolaridad,Maestria,Derecho Constitucional y Amparo,2015
juanangelbautistabravo,escolaridad,Licenciatura,Derecho,2007-2011
juanangelbautistabravo,administracionpublicafederal,Asesor Parlamentario,Camara de Diputados,2012-2018
juanangelbautistabravo,administracionpublicalocal,Jefe de oficina (Reclutamiento),H. Ayuntamiento de Nezahualcoyotl,2003-2006
juanangelbautistabravo,administracionpublicalocal,Secretario,H Ayuntamiento de Nezahualcoyotl,2006-2009
juanangelbautistabravo,cargosenlegislaturaslocalesofederales,"Asesor Parlamentario, Camara de Diputados",LXII - LXIII Legislatura,
vicentealbertoonofrevazquez,escolaridad,Otro,Certificacion en Materia de Transparencia,2016
vicentealbertoonofrevazquez,escolaridad,Maestria,Derecho Penal,2014-2016
vicentealbertoonofrevazquez,escolaridad,Licenciatura,Derecho,2011-2014
miroslavacarrillomartinez,escolaridad,Doctorado,Derecho,2015-2018
miroslavacarrillomartinez,escolaridad,Maestria,Derecho,1999-2001
miroslavacarrillomartinez,escolaridad,Posgrado,Especialidad en Derecho Parlamentario,1998-1999
miroslavacarrillomartinez,escolaridad,Licenciatura,Derecho,1992-1997
miroslavacarrillomartinez,administracionpublicalocal,Auxiliar en la Defensoria de Oficio,"Juzgado Penal de Lerma, estado de Mexico",1995
miroslavacarrillomartinez,administracionpublicalocal,Lider B de Proyectos,Instituto Electoral del Estado de Mexico.,1996
miroslavacarrillomartinez,administracionpublicalocal,Auxiliar administrativo,Congreso del estado de Mexico.,1997-1998
miroslavacarrillomartinez,administracionpublicalocal,Analista juridica,Congreso del estado de Mexico,1999-2002
miroslavacarrillomartinez,administracionpublicalocal,Abogada Dictaminadora,Congreso del estado de Mexico,2003-2005
miroslavacarrillomartinez,administracionpublicalocal,Secretaria tecnica de la Junta de Coordinacion Politica en la LV y LVI Legislatura,Congreso del estado de Mexico,2005-2007
miroslavacarrillomartinez,administracionpublicalocal,Directora de Asistencia Administrativa y Parlamentaria,Congreso del estado de Mexico,2007-2008
miroslavacarrillomartinez,administracionpublicalocal,Comisionada,"Instituto de Transparencia, Acceso a la Informacion Publica y Proteccion de Datos Personales del estado de Mexico y Municipios (INFOEM)",2008 -2014
arturorobertohernandeztapia,escolaridad,Maestria,Maestria de Administracion en Sistemas de Salud,1992-1996
arturorobertohernandeztapia,escolaridad,Especialidad,Medicina Familiar,1985 - 1996
arturorobertohernandeztapia,escolaridad,Especialidad,Salud Publica,1990 - 1992
arturorobertohernandeztapia,escolaridad,Licenciatura,Medico Cirujano,1978 - 1986
arturorobertohernandeztapia,trayectoriapolitica,Co-fundador del Frente Democratico Nacional,Frente Democratico Nacional,1988
arturorobertohernandeztapia,trayectoriapolitica,Co-fundador del PRD,PRD,1989
arturorobertohernandeztapia,trayectoriapolitica,Co fundador de Morena,Morena,2014
arturorobertohernandeztapia,cargosdeeleccionpopular,"Presidente Municipal, Mexico - Tonatico",,1997-2000
arturorobertohernandeztapia,cargosdeeleccionpopular,"Presidente Municipal, Mexico - Tonatico",,2003 - 2006
arturorobertohernandeztapia,experiencialegislativa,"Diputada(o) Local Propietario, PRD",LIV Legislatura,2000 - 2003
arturorobertohernandeztapia,administracionpublicalocal,Medico de base,Instituto de Salud del Estado de Mèxico,1989 a la fecha (licencia laboral sin goce de sueldo)
arturorobertohernandeztapia,administracionpublicalocal,Secretario del Ayuntamiento,"Ayuntamiento de Metepec, Estado de Mexico",2006-2009
arturorobertohernandeztapia,administracionpublicalocal,Coordinador Administrativo,Contraloria del H Congreso del Estado de Mexico,2009-2011
arturorobertohernandeztapia,administracionpublicalocal,Medico de base,Instituto de Seguridad Social del estado de Mexico y Municipios,"desde 2011, actualmente con licencia laboral sin goce de sueldo"
arturorobertohernandeztapia,actividadesdocentes,Docente,Asignatura: Sociologia de la Salud,2011 a la fecha
cruzjuvenalroasanchez,escolaridad,Doctorado,Estudios Juridicos,2015-2017
cruzjuvenalroasanchez,escolaridad,Maestria,Derecho,2007-2009
cruzjuvenalroasanchez,escolaridad,Licenciatura,Derecho,1987-1992
cruzjuvenalroasanchez,trayectoriapolitica,"Presidente del F.J.R. en el municipio de Almoloya de Aiguistras, Estado de Mexico",PRI,1992
cruzjuvenalroasanchez,trayectoriapolitica,Delegado del C.D.E. en Zacualpan,PRI,1994
cruzjuvenalroasanchez,trayectoriapolitica,Comisionado Municipal del CDE en Temascalcingo,PRI,1998
cruzjuvenalroasanchez,trayectoriapolitica,"Coordinador Municipal de Operacion y Accion Politica de Otzoiotepec, Estado de Mexico",PRI,1999
cruzjuvenalroasanchez,trayectoriapolitica,"Coordinador del C.D.E. PRI en la Region XIII-BIS Metepec, Estado de Mexico",PRI,2010
cruzjuvenalroasanchez,trayectoriapolitica,"Coordinador de Campana dei Candidato a Gobernador por ei Estado de Mexico, Eruviel Aviia, en la zona sur",PRI,2011
cruzjuvenalroasanchez,cargosdeeleccionpopular,"Presidente Municipal, Mexico - Almoloya de Alquisiras",PRI,2003-2006
cruzjuvenalroasanchez,experiencialegislativa,"Diputada(o) Local Propietario, PRI",LVI Legislatura,2006-2009
cruzjuvenalroasanchez,experiencialegislativa,"Diputada(o) Local Propietario, PRI",LIX Legislatura,2015-2018
cruzjuvenalroasanchez,administracionpublicalocal,Secretario,Secretaria del Trabajo del Gobierno del Estado de Mexico,2011-2012
cruzjuvenalroasanchez,administracionpublicalocal,Secretario,Secretaria del Medio Ambiente del Gobierno del Estado de Mexico,2012-2015
pedromariozentenosantaella,escolaridad,Licenciatura,Medico Cirujano y Homeopata,
pedromariozentenosantaella,trayectoriapolitica,Subsecretario de Organizacion CEN,PRD,1997 - 1998
pedromariozentenosantaella,trayectoriapolitica,Secretario de Asuntos Municipales y Gobierno,PRD,1998-2000
pedromariozentenosantaella,trayectoriapolitica,Delegado de CEN para la eleccion de Jefe e Gobierno,PRD,2000
pedromariozentenosantaella,trayectoriapolitica,Coordinador de la Campana Presidencial 5a. Circunscrpcion,PRD,2006
pedromariozentenosantaella,trayectoriapolitica,Coordinador Estatal campana presidencial en San Luis Potosi,PRD (Coalicion),2012
pedromariozentenosantaella,cargosdeeleccionpopular,"Presidente Municipal, Mexico - Teoloyucan",MORENA,1994 - 1996
pedromariozentenosantaella,administracionpublicalocal,Director General de Administracion,Gobierno de la Ciudad de Mexico,2000 - 2005
karlayuritzialmazanburgos,escolaridad,Licenciatura,Relaciones Internacionales,1992 - 1997
karlayuritzialmazanburgos,escolaridad,Diplomado,Ciencias Politicas,
joseluismontalvoluna,escolaridad,Doctorado,Educacion,2016
joseluismontalvoluna,escolaridad,Maestria,"Pedagogia, especialidad en Docencia",1998
joseluismontalvoluna,escolaridad,Licenciatura,"Educacion, Especialidad en Entrenamiento Deportivo",1988
joseluismontalvoluna,escolaridad,Tecnica,"Tecnico Superior Universitario ""Gestion Estrategica Publica Municipal""",2006
joseluismontalvoluna,escolaridad,Diplomado,Didactica de los Medios de Comunicacion,2000
joseluismontalvoluna,escolaridad,Diplomado,Derecho Electoral,2008
joseluismontalvoluna,escolaridad,Diplomado,Oratoria,No proporciono
marcoantonioreyescolin,escolaridad,Licenciatura,Derecho,2007-2010
marcoantonioreyescolin,trayectoriapolitica,Coordinador Territorial,MORENA,2017-2018
marcoantonioreyescolin,iniciativaprivada,Lider de Proyecto,Grupo Financiero HSBC,2002-2015
marcoantonioreyescolin,iniciativaprivada,Ejecutivo Hipotecario,Grupo Financiero BBVA,2016-2017
marcoantonioreyescolin,publicaciones,Experiencia Laboral,Periodico,2012-2015
nancyclaudiaresendizhernandez,escolaridad,Maestria,Derecho Penal (Estudios Parciales),2005
nancyclaudiaresendizhernandez,escolaridad,Licenciatura,Derecho,2004-2008
nancyclaudiaresendizhernandez,administracionpublicalocal,Coordinadora Municipal de Derechos Humanos,"Municipio de Chiautla, estado de Mexico",2007-2008
nancyclaudiaresendizhernandez,administracionpublicalocal,Directora de Seguridad Publica,"Municipio Chiuatla, estado de Mexico",2008-2009
nancyclaudiaresendizhernandez,administracionpublicalocal,Asesor Juridico,"Municipio de Acolman, estado de Mexico",2009-2012
nancyclaudiaresendizhernandez,asociacionesalasquepertenece,Presidenta,Movimiento Vital Uniendo Voluntades A.C.,2017
felicianofloresanguiano,escolaridad,Pasante,Pedagogia,2002-2006
felicianofloresanguiano,escolaridad,Pasante,Medicina Veterinaria y Zootecnia,1988-1993
felicianofloresanguiano,escolaridad,Tecnica,Tecnico Programador de Computadoras,1994-1996
felicianofloresanguiano,trayectoriapolitica,Presidente del Comite,PRD,1998-1999
felicianofloresanguiano,trayectoriapolitica,Presidente del Comite Ejecutivo Municipal,PRD,1999-2001
felicianofloresanguiano,trayectoriapolitica,Candidato a Presidente Municipal,PRD,2007
felicianofloresanguiano,trayectoriapolitica,Candidato a Diputado Local,PRD,2011
felicianofloresanguiano,administracionpublicalocal,Asesor,Secretaria de Gobierno del Estado de Michoacan,2005-2007
felicianofloresanguiano,administracionpublicalocal,Coordinador de Asesores,Secretaria de Gobierno del Estado de Michoacan,2008-2011
estebanbarajasbarajas,escolaridad,Licenciatura,Ciencias Politicas y Administracion Publica,1983-1987
estebanbarajasbarajas,trayectoriapolitica,Candidato a Diputado Federal Dtto. 2 Michoacan,Morena,2015
estebanbarajasbarajas,trayectoriapolitica,Enlace Nacional Dtto. 2 Michoacan,Morena,2015-2018
estebanbarajasbarajas,trayectoriapolitica,Consejero Delegacional,PRD,No proporciono
estebanbarajasbarajas,administracionpublicafederal,Jefe de Grupo Remates e Intervenciones,Instituto Mexicano del Seguro Social,1989-1992
estebanbarajasbarajas,administracionpublicafederal,Jefe de Seccion,Instituto Mexicano del Seguro Social,1992-2005
estebanbarajasbarajas,asociacionesalasquepertenece,Representante Legal,Ciudadanos Unidos por Tendeparacua,2018
marycarmenbernalmartinez,escolaridad,Licenciatura,Derecho,2002 - 2007
marycarmenbernalmartinez,trayectoriapolitica,Integrante de la Comision Coordinadora Nacional (CEN),PT,2017 - 2020
marycarmenbernalmartinez,cargosdeeleccionpopular,"Regidor(a), Michoacan - Zitacuaro",PT,2012 - 2015
marycarmenbernalmartinez,experiencialegislativa,"Diputada(o) Local Propietario, PT",No indica Legislatura,2015 - 2018
marycarmenbernalmartinez,actividadesdocentes,Instructor,Asignatura: Programa Educativo CONAFE Preescolar,2001 - 2002
marycarmenbernalmartinez,actividadesdocentes,Docente,Asignatura: Etica y Valores,2008 - 2009
marycarmenbernalmartinez,actividadesdocentes,Docente,Asignatura: Etica y Valores,2009 - 2010
marycarmenbernalmartinez,actividadesdocentes,Docente,Asignatura: Etica y Valores,2010 - 2012
armandotejedacid,escolaridad,Maestria,Politica y Gestion Publica,2008-2011 (En proceso de Titulacion)
armandotejedacid,escolaridad,Posgrado,Estrategia y Comunicacion Politica,2013-2015
armandotejedacid,escolaridad,Licenciatura,Contabilidad Publica,2002-2007
armandotejedacid,escolaridad,Diplomado,Gestion Publica y Economia,2008
armandotejedacid,trayectoriapolitica,Miembro Activo,PAN,2006
armandotejedacid,trayectoriapolitica,Secretario de Accion Juvenil Sahuayo,PAN,2007
armandotejedacid,trayectoriapolitica,Presidente del Comite Directivo Municipal,PAN,2012
armandotejedacid,trayectoriapolitica,Consejero Nacional,PAN,2016
armandotejedacid,trayectoriapolitica,Consejero Estatal,PAN,2018
armandotejedacid,cargosdeeleccionpopular,"Regidor(a), Michoacan - Sahuayo",PAN,2008-2011
armandotejedacid,administracionpublicalocal,Tesorero,"H. Ayuntamiento de Sahuayo, Michoacan",2012-2014
yolandaguerrerobarrera,escolaridad,Licenciatura,Contaduria Publica,
yolandaguerrerobarrera,administracionpublicafederal,Asesora de la Casa-Enlace del Dip. Fed. Dr. Santiago Padilla Arriaga LVII Legislatura,Camara de Dipuatados,1997-2000
yolandaguerrerobarrera,administracionpublicalocal,Trabajadora,Gobierno del Estado. En R.P.P. Y C.,2000
yolandaguerrerobarrera,administracionpublicalocal,Secretaria,Secretaria de la Mujer en el CEE de Norena en Michoacan,2013-2016
yolandaguerrerobarrera,administracionpublicalocal,Representante,Sindicato del STASPE,2013-2018
