CURP,Nombre,TipoLegislacion,Partido_x,FechaNacimiento_x,LugarNacimiento,PrincipioEleccion,Zona,UltimoGradoEstudios,PreparacionAcademica,Legislatura,InicioLegislatura,FinLegislatura,inic_edo,nom_edo,tipo_elec,FechaNacimiento_y,edo,ent,Partido_y,N°,Grupo Parlamentario,Entidad federativa,Distrito / Circunscripción,Tipo de elección,Releccion 
PCA,Alejandro Ponce Cobos,Diputado Propietario,Morena,01/01/1900, ,Representación Proporcional, Oaxaca Circunscripción: Tercera ,,,LXIV,29/08/2018,31/08/2021,apc_oaxaca,alejandroponcecobos_oaxaca,Representacion proporcional,17/04/1972,Oaxaca,Circunscripcion:3,,17,MORENA,Oaxaca,3ª Circunscripción,Representación proporcional,SI
VVA,Alejandro Viedma Velazquez,Diputado Propietario,Morena,01/01/1900, ,Representación Proporcional, México Circunscripción: Quinta ,Licenciatura,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021,avv_mexico,alejandroviedmavelazquez_mexico,Representacion proporcional,11/11/1991,Mexico,Circunscripcion:5,,18,MORENA,México,5ª Circunscripción,Representación proporcional,SI
FBA,Alfredo Femat Bañuelos,Diputado Propietario,PT,01/01/1900, ,Mayoría Relativa, Zacatecas Distrito: 3 (Zacatecas) ,Maestría,Económico-financiera,LXIV,29/08/2018,31/08/2021,afb_zacatecas,alfredofematbanuelos_zacatecas,Mayoria Relativa,12/01/1961,Zacatecas,Distrito:3,,22,PT,Zacatecas,Distrito 3,Mayoría relativa,SI
PDA,Alfredo Porras Dominguez,Diputado Propietario,PT,01/01/1900, ,Mayoría Relativa, Baja California Sur Distrito: 2 (San José del Cabo) ,Licenciatura,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021,apd_baja california sur,alfredoporrasdominguez_baja california sur,Mayoria Relativa,21/02/1957,Baja California Sur,Distrito:2,,23,PT,Baja California Sur,Distrito 2,Mayoría relativa,SI
NRAD,Alma Delia Navarrete Rivera,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, México Distrito: 10 (Ecatepec de Morelos) ,Pasante/Licenciatura trunca,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021,adnr_mexico,almadelianavarreterivera_mexico,Mayoria Relativa,29/07/1972,Mexico,Distrito:10,,26,MORENA,México,Distrito 10,Mayoría relativa,SI
RPAK,Ana Karina Rojo Pimentel,Diputada Propietario,PT,01/01/1900, ,Mayoría Relativa, Ciudad de México Distrito: 20 (Iztapalapa) ,Pasante/Licenciatura trunca,,LXIV,29/08/2018,31/08/2021,akrp_ciudad de mexico,anakarinarojopimentel_ciudad de mexico,Mayoria Relativa,28/11/1976,Ciudad de Mexico,Distrito:20,,27,PT,Ciudad de México,Distrito 20,Mayoría relativa,SI
RMAL,Ana Lucia Riojas Martinez,Diputada Propietario,Sin Partido,01/01/1900, ,Representación Proporcional, Ciudad de México Circunscripción: Cuarta ,Licenciatura,Comunicación,LXIV,29/08/2018,31/08/2021,alrm_ciudad de mexico,analuciariojasmartinez_ciudad de mexico,Representacion proporcional,25/02/1988,Ciudad de Mexico,Circunscripcion:4,,30,SP,Ciudad de México,4ª Circunscripción,Representación proporcional,SI
RRAM,Ana Maria Rodriguez Ruiz,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, Ciudad de México Distrito: 18 (Iztapalapa) ,Preparatoria,,LXIV,29/08/2018,31/08/2021,amrr_ciudad de mexico,anamariarodriguezruiz_ciudad de mexico,Mayoria Relativa,23/07/1962,Ciudad de Mexico,Distrito:18,,31,MORENA,Ciudad de México,Distrito 18,Mayoría relativa,SI
LBAP,Ana Paola Lopez Birlain,Diputada Propietario,PAN,01/01/1900, ,Mayoría Relativa, Querétaro Distrito: 5 (El Pueblito) ,Maestría,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021,aplb_queretaro,anapaolalopezbirlain_queretaro,Mayoria Relativa,21/09/1981,Queretaro,Distrito:5,,32,PAN,Querétaro,Distrito 5,Mayoría relativa,SI
GGAR,Ana Ruth Garcia Grande,Diputada Propietario,PT,30/05/1971, Nayarit ,Mayoría Relativa, Baja California Sur Distrito: 1 (La Paz) ,Maestría,Derecho,LXIV,29/08/2018,31/08/2021,argg_baja california sur,anaruthgarciagrande_baja california sur,Mayoria Relativa,30/05/1971,Baja California Sur,Distrito:1,,34,PT,Baja California Sur,Distrito 1,Mayoría relativa,SI
SCA,Anita Sanchez Castro,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, Michoacán Distrito: 6 (Ciudad Hidalgo) ,Licenciatura,Ciencias de la salud,LXIV,29/08/2018,31/08/2021,asc_michoacan,anitasanchezcastro_michoacan,Mayoria Relativa,07/01/1968,Michoacan,Distrito:6,,36,MORENA,Michoacán,Distrito 6,Mayoría relativa,SI
GCAS,Annia Sarahi Gomez Cardenas,Diputada Propietario,PAN,01/01/1900, ,Mayoría Relativa, Nuevo León Distrito: 6 (Monterrey) ,Licenciatura,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021,asgc_nuevo leon,anniasarahigomezcardenas_nuevo leon,Mayoria Relativa,06/07/1983,Nuevo Leon,Distrito:6,,37,PAN,Nuevo León,Distrito 6,Mayoría relativa,SI
DJAN,Antonia Natividad Diaz Jimenez,Diputada Propietario,PAN,13/06/1982, ,Representación Proporcional, Oaxaca Circunscripción: Tercera ,Licenciatura,Administración y contaduría,LXIV,29/08/2018,31/08/2021,andj_oaxaca,antonianatividaddiazjimenez_oaxaca,Representacion proporcional,13/06/1982,Oaxaca,Circunscripcion:3,,,,,,,
OMA,Araceli Ocampo Manzanares,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, Guerrero Distrito: 2 (Iguala) ,Licenciatura,Derecho,LXIV,29/08/2018,31/08/2021,aom_guerrero,araceliocampomanzanares_guerrero,Mayoria Relativa,15/10/1972,Guerrero,Distrito:2,,38,MORENA,Guerrero,Distrito 2,Mayoría relativa,SI
RVA,Ariel Rodriguez Vazquez,Diputado Propietario,MC,01/01/1900, ,Mayoría Relativa, Guanajuato Distrito: 1 (San Luis de la Paz) ,Doctorado,Psicología,LXIV,29/08/2018,31/08/2021,arv_guanajuato,arielrodriguezvazquez_guanajuato,Mayoria Relativa,01/11/1972,Guanajuato,Distrito:1,,39,MC,Guanajuato,Distrito 1,Mayoría relativa,SI
GEA,Armando Gonzalez Escoto,Diputado Propietario,PES,01/01/1900, ,Mayoría Relativa, Ciudad de México Distrito: 2 (Gustavo A. Madero) ,Licenciatura,Ingeniería,LXIV,29/08/2018,31/08/2021,age_ciudad de mexico,armandogonzalezescoto_ciudad de mexico,Mayoria Relativa,27/08/1967,Ciudad de Mexico,Distrito:2,,41,PES,Ciudad de México,Distrito 2,Mayoría relativa,SI
RLA,Armando Reyes Ledesma,Diputado Propietario,PT,10/04/1972, Coahuila ,Mayoría Relativa, Baja California Distrito: 3 (Ensenada) ,Preparatoria,,LXIV,29/08/2018,31/08/2021,arl_baja california,armandoreyesledesma_baja california,Mayoria Relativa,10/04/1972,Baja California,Distrito:3,,43,PT,Baja California,Distrito 3,Mayoría relativa,SI
TCA,Armando Tejeda Cid,Diputado Propietario,PAN,01/01/1900, ,Mayoría Relativa, Michoacán Distrito: 4 (Jiquilpan de Juárez) ,Maestría,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021,atc_michoacan,armandotejedacid_michoacan,Mayoria Relativa,21/09/1984,Michoacan,Distrito:4,,44,PAN,Michoacán,Distrito 4,Mayoría relativa,SI
HTAR,Arturo Roberto Hernandez Tapia,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, México Distrito: 35 (Tenancingo de Degollado) ,Maestría,Ciencias de la salud,LXIV,29/08/2018,31/08/2021,arht_mexico,arturorobertohernandeztapia_mexico,Mayoria Relativa,05/05/1961,Mexico,Distrito:35,,46,MORENA,México,Distrito 35,Mayoría relativa,SI
SCA,Azael Santiago Chepi,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, Oaxaca Distrito: 4 (Tlacolula de Matamoros) ,Maestría,Ciencias de la educación,LXIV,29/08/2018,31/08/2021,asc_oaxaca,azaelsantiagochepi_oaxaca,Mayoria Relativa,15/12/1977,Oaxaca,Distrito:4,,47,MORENA,Oaxaca,Distrito 4,Mayoría relativa,SI
PLBD,Beatriz Dominga Perez Lopez,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, Oaxaca Distrito: 6 (Heroica Ciudad de Tlaxiaco) ,Licenciatura,Derecho,LXIV,29/08/2018,31/08/2021,bdpl_oaxaca,beatrizdomingaperezlopez_oaxaca,Mayoria Relativa,24/08/1975,Oaxaca,Distrito:6,,48,MORENA,Oaxaca,Distrito 6,Mayoría relativa,SI
RMB,Beatriz Rojas Martinez,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, Ciudad de México Distrito: 7 (Gustavo A. Madero) ,Licenciatura,Derecho,LXIV,29/08/2018,31/08/2021,brm_ciudad de mexico,beatrizrojasmartinez_ciudad de mexico,Mayoria Relativa,21/12/1966,Ciudad de Mexico,Distrito:7,,49,MORENA,Ciudad de México,Distrito 7,Mayoría relativa,SI
RGBS,Beatriz Silvia Robles Gutierrez,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, Querétaro Distrito: 3 (Santiago de Querétaro) ,Maestría,Administración y contaduría,LXIV,29/08/2018,31/08/2021,bsrg_queretaro,beatrizsilviaroblesgutierrez_queretaro,Mayoria Relativa,24/03/1965,Queretaro,Distrito:3,,50,MORENA,Querétaro,Distrito 3,Mayoría relativa,SI
MHB,Benito Medina Herrera,Diputado Propietario,PRI,05/06/1950, Baja California ,Representación Proporcional, Baja California Circunscripción: Primera ,Maestría,Otra,LXIV,29/08/2018,31/08/2021,bmh_baja california,benitomedinaherrera_baja california,Representacion proporcional,05/06/1950,Baja California,Circunscripcion:1,,51,PRI,Baja California,1a Crcunscricpción,Mayoría relativa,SI
HCBS,Benjamin Saul Huerta Corona,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, Puebla Distrito: 11 (Heroica Puebla de Zaragoza) ,Licenciatura,Derecho,LXIV,29/08/2018,31/08/2021,bshc_puebla,benjaminsaulhuertacorona_puebla,Mayoria Relativa,31/03/1958,Puebla,Distrito:11,,53,MORENA,Puebla,Distrito 11,Mayoría relativa,SI
ALB,Bonifacio Aguilar Linda,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, Veracruz Distrito: 18 (Zongolica) ,Secundaria,,LXIV,29/08/2018,31/08/2021,bal_veracruz,bonifacioaguilarlinda_veracruz,Mayoria Relativa,08/05/1976,Veracruz,Distrito:18,,54,MORENA,Veracruz,Distrito 18,Mayoría relativa,SI
APBA,Brasil Alberto Acosta Peña,Diputado Propietario,PRI,21/06/1970, México ,Representación Proporcional, México Circunscripción: Quinta ,Doctorado,Económico-financiera,LXIV,29/08/2018,31/08/2021,baap_mexico,brasilalbertoacostapena_mexico,Representacion proporcional,21/06/1970,Mexico,Circunscripcion:5,,55,PRI,México,5ª Circunscripción,Representación proporcional,SI
MVCA,Carlos Alberto Morales Vazquez,Diputado Propietario,Sin Partido,01/01/1900, ,Representación Proporcional, Chiapas Circunscripción: Tercera ,Licenciatura,Arquitectura y diseño,LXIV,29/08/2018,31/08/2021,camv_chiapas,carlosalbertomoralesvazquez_chiapas,Representacion proporcional,22/08/1972,Chiapas,Circunscripcion:3,,57,S/P,Chiapas,3ª Circunscripción,Representación proporcional,SI
VGCA,Carlos Alberto Valenzuela Gonzalez,Diputado Propietario,PAN,01/01/1900, ,Representación Proporcional, Veracruz Circunscripción: Tercera ,Maestría,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021,cavg_veracruz,carlosalbertovalenzuelagonzalez_veracruz,Representacion proporcional,18/04/1983,Veracruz,Circunscripcion:3,,59,PAN,Veracruz,3ª Circunscripción,Representación proporcional,SI
CMC,Carlos Carreon Mejia,Diputado Propietario,PAN,01/01/1900, ,Representación Proporcional, Tlaxcala Circunscripción: Cuarta ,Licenciatura,Otra,LXIV,29/08/2018,31/08/2021,ccm_tlaxcala,carloscarreonmejia_tlaxcala,Representacion proporcional,27/05/1973,Tlaxcala,Circunscripcion:4,,60,PAN,Tlaxcala,4ª Circunscripción,Representación proporcional,SI
MACE,Carlos Enrique Martinez Ake,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, Campeche Distrito: 1 (San Francisco de Campeche) ,Pasante/Licenciatura trunca,Derecho,LXIV,29/08/2018,31/08/2021,cema_campeche,carlosenriquemartinezake_campeche,Mayoria Relativa,25/04/1977,Campeche,Distrito:1,,62,MORENA,Campeche,Distrito 1,Mayoría relativa,SI
PCC,Carlos Pavon Campos,Diputado Propietario,PRI,01/01/1900, ,Representación Proporcional, Zacatecas Circunscripción: Segunda ,Secundaria,,LXIV,29/08/2018,31/08/2021,cpc_zacatecas,carlospavoncampos_zacatecas,Representacion proporcional,31/10/1955,Zacatecas,Circunscripcion:2,,66,PRI,Zacatecas,2ª Circunscripción,Representación proporcional,SI
TPC,Carlos Torres Piña,Diputado Propietario,Morena,01/03/1979, Michoacán ,Representación Proporcional, Michoacán Circunscripción: Quinta ,Licenciatura,Derecho,LXIV,29/08/2018,31/08/2021,ctp_michoacan,carlostorrespina_michoacan,Representacion proporcional,01/03/1979,Michoacan,Circunscripcion:5,,68,MORENA,Michoacán,5ª Circunscripción,Representación proporcional,SI
PGCJ,Carmen Julia Prudencio Gonzalez,Diputada Propietario,MC,30/06/1977, Jalisco ,Mayoría Relativa, Jalisco Distrito: 9 (Guadalajara) ,Licenciatura,Derecho,LXIV,29/08/2018,31/08/2021,cjpg_jalisco,carmenjuliaprudenciogonzalez_jalisco,Mayoria Relativa,30/06/1977,Jalisco,Distrito:9,,69,MC,Jalisco,Distrito 9,Mayoría relativa,SI
MPC,Carmen Medel Palma,Diputada Propietario,Morena,26/09/1960, ,Mayoría Relativa, Veracruz Distrito: 14 (Minatitlán) ,Maestría,Ciencias de la salud,LXIV,29/08/2018,31/08/2021,cmp_veracruz,carmenmedelpalma_veracruz,Mayoria Relativa,26/09/1959,Veracruz,Distrito:14,,70,MORENA,Veracruz,Distrito 14,Mayoría relativa,SI
MGC,Carmen Mora Garcia,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, Veracruz Distrito: 9 (Coatepec) ,Secundaria,,LXIV,29/08/2018,31/08/2021,cmg_veracruz,carmenmoragarcia_veracruz,Mayoria Relativa,14/07/1952,Veracruz,Distrito:9,,71,MORENA,Veracruz,Distrito 9,Mayoría relativa,SI
POCP,Carmen Patricia Palma Olvera,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, Quintana Roo Distrito: 2 (Chetumal) ,,,LXIV,29/08/2018,31/08/2021,cppo_quintana roo,carmenpatriciapalmaolvera_quintana roo,Mayoria Relativa,13/01/1958,Quintana Roo,Distrito:2,,72,MORENA,Quintana Roo,Distrito 2,Mayoría relativa,SI
GAC,Carolina Garcia Aguilar,Diputada Propietario,PES,01/01/1900, ,Mayoría Relativa, México Distrito: 6 (Coacalco de Berriozabal) ,,,LXIV,29/08/2018,31/08/2021,cga_mexico,carolinagarciaaguilar_mexico,Mayoria Relativa,22/09/1976,Mexico,Distrito:6,,75,PES,México,Distrito 6,Mayoría relativa,SI
PLCA,Cecilia Anunciacion Patron Laviada,Diputada Propietario,PAN,01/01/1900, ,Representación Proporcional, Yucatán Circunscripción: Tercera ,Licenciatura,Comunicación,LXIV,29/08/2018,31/08/2021,capl_yucatan,ceciliaanunciacionpatronlaviada_yucatan,Representacion proporcional,25/03/1971,Yucatan,Circunscripcion:3,,77,PAN,Yucatán,3ª Circunscripción,Representación proporcional,SI
DVCA,Claudia Angelica Dominguez Vazquez,Diputada Propietario,PT,01/01/1900, ,Mayoría Relativa, México Distrito: 14 (Ciudad Adolfo López Mateos) ,Licenciatura,Derecho,LXIV,29/08/2018,31/08/2021,cadv_mexico,claudiaangelicadominguezvazquez_mexico,Mayoria Relativa,13/09/1977,Mexico,Distrito:14,,79,PT,México,Distrito 14,Mayoría relativa,SI
BRC,Claudia Baez Ruiz,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, Puebla Distrito: 3 (Teziutlán) ,Licenciatura,Comunicación,LXIV,29/08/2018,31/08/2021,cbr_puebla,claudiabaezruiz_puebla,Mayoria Relativa,20/10/1972,Puebla,Distrito:3,,80,PES,Puebla,Distrito 3,Mayoría relativa,SI
LMCE,Claudia Elena Lastra Muñoz,Diputada Propietario,PT,01/01/1900, ,Mayoría Relativa, Chihuahua Distrito: 3 (Juárez) ,Licenciatura,,LXIV,29/08/2018,31/08/2021,celm_chihuahua,claudiaelenalastramunoz_chihuahua,Mayoria Relativa,13/01/1971,Chihuahua,Distrito:3,,81,PT,Chihuahua,Distrito 3,Mayoría relativa,SI
LRC,Claudia Lopez Rayon,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, Ciudad de México Distrito: 5 (Tlalpan) ,Técnico,Otra,LXIV,29/08/2018,31/08/2021,clr_ciudad de mexico,claudialopezrayon_ciudad de mexico,Mayoria Relativa,22/04/1973,Ciudad de Mexico,Distrito:5,,82,MORENA,Ciudad de México,Distrito 5,Mayoría relativa,SI
PBC,Claudia Pastor Badilla,Diputada Propietario,PRI,01/01/1900, ,Representación Proporcional, Ciudad de México Circunscripción: Cuarta ,Maestría,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021,cpb_ciudad de mexico,claudiapastorbadilla_ciudad de mexico,Representacion proporcional,01/12/1970,Ciudad de Mexico,Circunscripcion:4,,83,PRI,Ciudad de México,4ª Circunscripción,Representación proporcional,SI
RMC,Claudia Reyes Montiel,Diputada Propietario,PRD,01/01/1900, ,Mayoría Relativa, México Distrito: 18 (Huixquilucan de Degollado) ,Maestría,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021,crm_mexico,claudiareyesmontiel_mexico,Mayoria Relativa,07/02/1974,Mexico,Distrito:18,,85,PRD,México,Distrito 18,Mayoría relativa,SI
TEC,Claudia Tello Espinosa,Diputado,Morena,01/01/1900, ,Mayoría Relativa, Veracruz Distrito: 8 (Xalapa) ,Doctorado,Ciencias de la educación,LXIV,29/08/2018,31/08/2021,cte_veracruz,claudiatelloespinosa_veracruz,Mayoria Relativa,16/10/1964,Veracruz,Distrito:8,,86,MORENA,Veracruz,Distrito 8,Mayoría relativa,SI
DGCM,Clementina Marta Dekker Gomez,Diputada Propietario,PT,10/04/1973, Chiapas ,Mayoría Relativa, Chiapas Distrito: 5 (San Cristóbal de las Casas) ,Licenciatura,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021,cmdg_chiapas,clementinamartadekkergomez_chiapas,Mayoria Relativa,10/04/1973,Chiapas,Distrito:5,,88,PT,Chiapas,Distrito 5,Mayoría relativa,SI
RSCJ,Cruz Juvenal Roa Sanchez,Diputado Propietario,PRI,01/01/1900, ,Mayoría Relativa, México Distrito: 36 (Tejupilco de Hidalgo) ,Doctorado,Derecho,LXIV,29/08/2018,31/08/2021,cjrs_mexico,cruzjuvenalroasanchez_mexico,Mayoria Relativa,10/05/1968,Mexico,Distrito:36,,89,PRI,México,Distrito 36,Mayoría relativa,SI
LCCI,Cynthia Iliana Lopez Castro,Diputada Propietario,PRI,01/01/1900, ,Representación Proporcional, Ciudad de México Circunscripción: Cuarta ,Maestría,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021,cilc_ciudad de mexico,cynthiailianalopezcastro_ciudad de mexico,Representacion proporcional,18/02/1987,Ciudad de Mexico,Circunscripcion:4,,91,PRI,Ciudad de México,4ª Circunscripción,Representación proporcional,SI
HPCA,Cesar Agustin Hernandez Perez,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, México Distrito: 30 (Chimalhuacán) ,Maestría,Ciencias políticas y sociales,LXIV,29/08/2018,31/08/2021,cahp_mexico,cesaragustinhernandezperez_mexico,Mayoria Relativa,01/03/1980,Mexico,Distrito:30,,78,MORENA,México,Distrito 30,Mayoría relativa,SI
GGD,Daniel Gutierrez Gutierrez,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, Oaxaca Distrito: 10 (Miahuatlán de Porfirio Díaz) ,Licenciatura,Administración y contaduría,LXIV,29/08/2018,31/08/2021,dgg_oaxaca,danielgutierrezgutierrez_oaxaca,Mayoria Relativa,15/02/1976,Oaxaca,Distrito:10,,92,MORENA,Oaxaca,Distrito 10,Mayoría relativa,SI
BRD,David Bautista Rivera,Diputado Propietario,Morena,01/01/1900, ,Representación Proporcional, Puebla Circunscripción: Cuarta ,Licenciatura,Ciencias de la educación,LXIV,29/08/2018,31/08/2021,dbr_puebla,davidbautistarivera_puebla,Representacion proporcional,27/03/1981,Puebla,Circunscripcion:4,,93,MORENA,Puebla,4ª Circunscripción,Representación proporcional,SI
OND,David Orihuela Nava,Diputado Propietario,Morena,01/01/1900, ,Mayoría Relativa, México Distrito: 23 (Lerma de Villada) ,Licenciatura,Derecho,LXIV,29/08/2018,31/08/2021,don_mexico,davidorihuelanava_mexico,Mayoria Relativa,31/01/1985,Mexico,Distrito:23,,94,MORENA,México,Distrito 23,Mayoría relativa,SI
DBVDE,Diego Eduardo Del Bosque Villarreal,Diputado Propietario,Morena,01/01/1900, ,Representación Proporcional, Coahuila Circunscripción: Segunda ,Licenciatura,Ingeniería,LXIV,29/08/2018,31/08/2021,dedbv_coahuila,diegoeduardodelbosquevillarreal_coahuila,Representacion proporcional,21/02/1990,Coahuila,Circunscripcion:2,,95,MORENA,Coahuila,2ª Circunscripción,Representación proporcional,SI
VGD,Dionicia Vazquez Garcia,Diputada Propietario,PT,01/01/1900, ,Mayoría Relativa, México Distrito: 2 (Santa María Tultepec) ,Secundaria,,LXIV,29/08/2018,31/08/2021,dvg_mexico,dioniciavazquezgarcia_mexico,Mayoria Relativa,29/03/1948,Mexico,Distrito:2,,96,PT,México,Distrito 2,Mayoría relativa,SI
GCD,Dorheny Garcia Cayetano,Diputada Propietario,Morena,01/01/1900, ,Representación Proporcional, Veracruz Circunscripción: Tercera ,Licenciatura,Derecho,LXIV,29/08/2018,31/08/2021,dgc_veracruz,dorhenygarciacayetano_veracruz,Representacion proporcional,25/07/1990,Veracruz,Circunscripcion:3,,98,MORENA,Veracruz,3ª Circunscripción,Representación proporcional,SI
VGDMC,Dulce Maria Corina Villegas Guarneros,Diputada Propietario,Morena,01/01/1900, ,Mayoría Relativa, Veracruz Distrito: 15 (Orizaba) ,,,LXIV,29/08/2018,31/08/2021,dmcvg_veracruz,dulcemariacorinavillegasguarneros_veracruz,Mayoria Relativa,24/12/1966,Veracruz,Distrito:15,,100,MORENA,Veracruz,Distrito 15,Mayoría relativa,SI
MDLLDDM,Dulce Maria Mendez De La Luz Dauzon,Diputada Propietario,MC,01/01/1900, ,Representación Proporcional, Veracruz Circunscripción: Tercera ,Licenciatura,Comunicación,LXIV,29/08/2018,31/08/2021,dmmdlld_veracruz,dulcemariamendezdelaluzdauzon_veracruz,Representacion proporcional,06/10/1985,Veracruz,Circunscripcion:3,,101,MC,Veracruz,3ª Circunscripción,Representación proporcional,SI
